,Sample,Chrom,Start,End,Recovery
49439,homo6,A13,500000,1500000,0.85
49440,homo7,A13,500000,1500000,0.85
49441,homo8,A13,500000,1500000,0.875
49442,homo9,A13,500000,1500000,0.85
49443,homo10,A13,500000,1500000,1.0
49444,homo11,A13,500000,1500000,0.85
49445,homo12,A13,500000,1500000,0.825
49446,homo13,A13,500000,1500000,0.85
49447,homo14,A13,500000,1500000,0.85
49448,homo15,A13,500000,1500000,0.65
49449,homo16,A13,500000,1500000,0.6
49450,homo17,A13,500000,1500000,0.85
49451,homo18,A13,500000,1500000,0.825
49452,homo19,A13,500000,1500000,0.85
49453,homo20,A13,500000,1500000,0.875
49454,homo21,A13,500000,1500000,0.85
49455,homo22,A13,500000,1500000,0.85
49456,homo1,A13,1000000,2000000,1.0
49457,homo2,A13,1000000,2000000,0.6190476190476191
49458,homo3,A13,1000000,2000000,0.9761904761904762
49459,homo4,A13,1000000,2000000,0.8095238095238095
49460,homo5,A13,1000000,2000000,0.8095238095238095
49461,homo6,A13,1000000,2000000,1.0
49462,homo7,A13,1000000,2000000,1.0
49463,homo8,A13,1000000,2000000,1.0
49464,homo9,A13,1000000,2000000,1.0
49465,homo10,A13,1000000,2000000,1.0
49466,homo11,A13,1000000,2000000,1.0
49467,homo12,A13,1000000,2000000,1.0
49468,homo13,A13,1000000,2000000,1.0
49469,homo14,A13,1000000,2000000,0.8095238095238095
49470,homo15,A13,1000000,2000000,0.5238095238095238
49471,homo16,A13,1000000,2000000,0.6904761904761905
49472,homo17,A13,1000000,2000000,0.6190476190476191
49473,homo18,A13,1000000,2000000,1.0
49474,homo19,A13,1000000,2000000,1.0
49475,homo20,A13,1000000,2000000,1.0
49476,homo21,A13,1000000,2000000,0.8095238095238095
49477,homo22,A13,1000000,2000000,0.8333333333333334
49478,homo1,A13,1500000,2500000,1.0
49479,homo2,A13,1500000,2500000,0.7837837837837838
49480,homo3,A13,1500000,2500000,0.9864864864864865
49481,homo4,A13,1500000,2500000,0.8918918918918919
49482,homo5,A13,1500000,2500000,0.8918918918918919
49483,homo6,A13,1500000,2500000,1.0
49484,homo7,A13,1500000,2500000,1.0
49485,homo8,A13,1500000,2500000,1.0
49486,homo9,A13,1500000,2500000,1.0
49487,homo10,A13,1500000,2500000,1.0
49488,homo11,A13,1500000,2500000,1.0
49489,homo12,A13,1500000,2500000,1.0
49490,homo13,A13,1500000,2500000,1.0
49491,homo14,A13,1500000,2500000,0.8918918918918919
49492,homo15,A13,1500000,2500000,0.5135135135135135
49493,homo16,A13,1500000,2500000,0.7027027027027027
49494,homo17,A13,1500000,2500000,0.7432432432432432
49495,homo18,A13,1500000,2500000,1.0
49496,homo19,A13,1500000,2500000,1.0
49497,homo20,A13,1500000,2500000,1.0
49498,homo21,A13,1500000,2500000,0.8918918918918919
49499,homo22,A13,1500000,2500000,0.9054054054054054
49500,homo1,A13,2000000,3000000,1.0
49501,homo2,A13,2000000,3000000,1.0
49502,homo3,A13,2000000,3000000,1.0
49503,homo4,A13,2000000,3000000,1.0
49504,homo5,A13,2000000,3000000,1.0
49505,homo6,A13,2000000,3000000,1.0
49506,homo7,A13,2000000,3000000,1.0
49507,homo8,A13,2000000,3000000,1.0
49508,homo9,A13,2000000,3000000,1.0
49509,homo10,A13,2000000,3000000,1.0
49510,homo11,A13,2000000,3000000,1.0
49511,homo12,A13,2000000,3000000,1.0
49512,homo13,A13,2000000,3000000,1.0
49513,homo14,A13,2000000,3000000,1.0
49514,homo15,A13,2000000,3000000,0.2553191489361702
49515,homo16,A13,2000000,3000000,0.2978723404255319
49516,homo17,A13,2000000,3000000,0.4148936170212766
49517,homo18,A13,2000000,3000000,1.0
49518,homo19,A13,2000000,3000000,1.0
49519,homo20,A13,2000000,3000000,1.0
49520,homo21,A13,2000000,3000000,1.0
49521,homo22,A13,2000000,3000000,1.0
49522,homo1,A13,2500000,3500000,0.975609756097561
49523,homo2,A13,2500000,3500000,0.9634146341463414
49524,homo3,A13,2500000,3500000,0.9634146341463414
49525,homo4,A13,2500000,3500000,0.9512195121951219
49526,homo5,A13,2500000,3500000,0.975609756097561
49527,homo6,A13,2500000,3500000,0.9634146341463414
49528,homo7,A13,2500000,3500000,0.9512195121951219
49529,homo8,A13,2500000,3500000,0.975609756097561
49530,homo9,A13,2500000,3500000,0.9512195121951219
49531,homo10,A13,2500000,3500000,0.9512195121951219
49532,homo11,A13,2500000,3500000,0.975609756097561
49533,homo12,A13,2500000,3500000,0.9634146341463414
49534,homo13,A13,2500000,3500000,0.9512195121951219
49535,homo14,A13,2500000,3500000,0.9512195121951219
49536,homo15,A13,2500000,3500000,0.17073170731707318
49537,homo16,A13,2500000,3500000,0.14634146341463414
49538,homo17,A13,2500000,3500000,0.15853658536585366
49539,homo18,A13,2500000,3500000,0.9512195121951219
49540,homo19,A13,2500000,3500000,0.9634146341463414
49541,homo20,A13,2500000,3500000,0.9512195121951219
49542,homo21,A13,2500000,3500000,0.9634146341463414
49543,homo22,A13,2500000,3500000,0.9634146341463414
49544,homo1,A13,3000000,4000000,0.9456521739130435
49545,homo2,A13,3000000,4000000,0.967391304347826
49546,homo3,A13,3000000,4000000,0.967391304347826
49547,homo4,A13,3000000,4000000,0.9565217391304348
49548,homo5,A13,3000000,4000000,0.967391304347826
49549,homo6,A13,3000000,4000000,0.967391304347826
49550,homo7,A13,3000000,4000000,0.9456521739130435
49551,homo8,A13,3000000,4000000,0.9782608695652174
49552,homo9,A13,3000000,4000000,0.9565217391304348
49553,homo10,A13,3000000,4000000,0.9456521739130435
49554,homo11,A13,3000000,4000000,0.9782608695652174
49555,homo12,A13,3000000,4000000,0.967391304347826
49556,homo13,A13,3000000,4000000,0.9565217391304348
49557,homo14,A13,3000000,4000000,0.9565217391304348
49558,homo15,A13,3000000,4000000,0.3695652173913043
49559,homo16,A13,3000000,4000000,0.33695652173913043
49560,homo17,A13,3000000,4000000,0.33695652173913043
49561,homo18,A13,3000000,4000000,0.9565217391304348
49562,homo19,A13,3000000,4000000,0.967391304347826
49563,homo20,A13,3000000,4000000,0.9565217391304348
49564,homo21,A13,3000000,4000000,0.7608695652173914
49565,homo22,A13,3000000,4000000,0.7608695652173914
49566,homo1,A13,3500000,4500000,0.9605263157894737
49567,homo2,A13,3500000,4500000,1.0
49568,homo3,A13,3500000,4500000,1.0
49569,homo4,A13,3500000,4500000,1.0
49570,homo5,A13,3500000,4500000,0.9868421052631579
49571,homo6,A13,3500000,4500000,1.0
49572,homo7,A13,3500000,4500000,0.9868421052631579
49573,homo8,A13,3500000,4500000,1.0
49574,homo9,A13,3500000,4500000,1.0
49575,homo10,A13,3500000,4500000,0.9868421052631579
49576,homo11,A13,3500000,4500000,1.0
49577,homo12,A13,3500000,4500000,1.0
49578,homo13,A13,3500000,4500000,1.0
49579,homo14,A13,3500000,4500000,1.0
49580,homo15,A13,3500000,4500000,0.42105263157894735
49581,homo16,A13,3500000,4500000,0.32894736842105265
49582,homo17,A13,3500000,4500000,0.39473684210526316
49583,homo18,A13,3500000,4500000,1.0
49584,homo19,A13,3500000,4500000,1.0
49585,homo20,A13,3500000,4500000,1.0
49586,homo21,A13,3500000,4500000,0.6842105263157895
49587,homo22,A13,3500000,4500000,0.6710526315789473
49588,homo1,A13,4000000,5000000,1.0
49589,homo2,A13,4000000,5000000,1.0
49590,homo3,A13,4000000,5000000,1.0
49591,homo4,A13,4000000,5000000,1.0
49592,homo5,A13,4000000,5000000,1.0
49593,homo6,A13,4000000,5000000,1.0
49594,homo7,A13,4000000,5000000,1.0
49595,homo8,A13,4000000,5000000,1.0
49596,homo9,A13,4000000,5000000,1.0
49597,homo10,A13,4000000,5000000,1.0
49598,homo11,A13,4000000,5000000,1.0
49599,homo12,A13,4000000,5000000,1.0
49600,homo13,A13,4000000,5000000,1.0
49601,homo14,A13,4000000,5000000,1.0
49602,homo15,A13,4000000,5000000,0.6111111111111112
49603,homo16,A13,4000000,5000000,0.3611111111111111
49604,homo17,A13,4000000,5000000,0.6111111111111112
49605,homo18,A13,4000000,5000000,1.0
49606,homo19,A13,4000000,5000000,1.0
49607,homo20,A13,4000000,5000000,1.0
49608,homo21,A13,4000000,5000000,0.8611111111111112
49609,homo22,A13,4000000,5000000,0.8333333333333334
49610,homo1,A13,4500000,5500000,1.0
49611,homo2,A13,4500000,5500000,1.0
49612,homo3,A13,4500000,5500000,1.0
49613,homo4,A13,4500000,5500000,1.0
49614,homo5,A13,4500000,5500000,1.0
49615,homo6,A13,4500000,5500000,1.0
49616,homo7,A13,4500000,5500000,1.0
49617,homo8,A13,4500000,5500000,1.0
49618,homo9,A13,4500000,5500000,0.984375
49619,homo10,A13,4500000,5500000,0.984375
49620,homo11,A13,4500000,5500000,0.9375
49621,homo12,A13,4500000,5500000,0.984375
49622,homo13,A13,4500000,5500000,0.984375
49623,homo14,A13,4500000,5500000,1.0
49624,homo15,A13,4500000,5500000,0.46875
49625,homo16,A13,4500000,5500000,0.296875
49626,homo17,A13,4500000,5500000,0.46875
49627,homo18,A13,4500000,5500000,1.0
49628,homo19,A13,4500000,5500000,1.0
49629,homo20,A13,4500000,5500000,1.0
49630,homo21,A13,4500000,5500000,0.96875
49631,homo22,A13,4500000,5500000,0.984375
49632,homo1,A13,5000000,6000000,0.9375
49633,homo2,A13,5000000,6000000,1.0
49634,homo3,A13,5000000,6000000,0.9375
49635,homo4,A13,5000000,6000000,0.96875
49636,homo5,A13,5000000,6000000,0.953125
49637,homo6,A13,5000000,6000000,0.9296875
49638,homo7,A13,5000000,6000000,0.96875
49639,homo8,A13,5000000,6000000,0.9375
49640,homo9,A13,5000000,6000000,0.9296875
49641,homo10,A13,5000000,6000000,0.9296875
49642,homo11,A13,5000000,6000000,0.953125
49643,homo12,A13,5000000,6000000,0.984375
49644,homo13,A13,5000000,6000000,0.9453125
49645,homo14,A13,5000000,6000000,0.9609375
49646,homo15,A13,5000000,6000000,0.40625
49647,homo16,A13,5000000,6000000,0.3984375
49648,homo17,A13,5000000,6000000,0.40625
49649,homo18,A13,5000000,6000000,0.9375
49650,homo19,A13,5000000,6000000,0.9375
49651,homo20,A13,5000000,6000000,0.9453125
49652,homo21,A13,5000000,6000000,0.9296875
49653,homo22,A13,5000000,6000000,0.9453125
49654,homo1,A13,5500000,6500000,0.9111111111111111
49655,homo2,A13,5500000,6500000,1.0
49656,homo3,A13,5500000,6500000,0.9111111111111111
49657,homo4,A13,5500000,6500000,0.9555555555555556
49658,homo5,A13,5500000,6500000,0.9333333333333333
49659,homo6,A13,5500000,6500000,0.9
49660,homo7,A13,5500000,6500000,0.9555555555555556
49661,homo8,A13,5500000,6500000,0.9111111111111111
49662,homo9,A13,5500000,6500000,0.9111111111111111
49663,homo10,A13,5500000,6500000,0.9111111111111111
49664,homo11,A13,5500000,6500000,0.9777777777777777
49665,homo12,A13,5500000,6500000,0.9888888888888889
49666,homo13,A13,5500000,6500000,0.9333333333333333
49667,homo14,A13,5500000,6500000,0.9444444444444444
49668,homo15,A13,5500000,6500000,0.35555555555555557
49669,homo16,A13,5500000,6500000,0.43333333333333335
49670,homo17,A13,5500000,6500000,0.35555555555555557
49671,homo18,A13,5500000,6500000,0.9111111111111111
49672,homo19,A13,5500000,6500000,0.9111111111111111
49673,homo20,A13,5500000,6500000,0.9222222222222223
49674,homo21,A13,5500000,6500000,0.9222222222222223
49675,homo22,A13,5500000,6500000,0.9333333333333333
49676,homo1,A13,6000000,7000000,1.0
49677,homo2,A13,6000000,7000000,0.8571428571428571
49678,homo3,A13,6000000,7000000,1.0
49679,homo4,A13,6000000,7000000,0.8571428571428571
49680,homo5,A13,6000000,7000000,0.8571428571428571
49681,homo6,A13,6000000,7000000,1.0
49682,homo7,A13,6000000,7000000,0.8571428571428571
49683,homo8,A13,6000000,7000000,0.8571428571428571
49684,homo9,A13,6000000,7000000,0.8571428571428571
49685,homo10,A13,6000000,7000000,0.8571428571428571
49686,homo11,A13,6000000,7000000,1.0
49687,homo12,A13,6000000,7000000,1.0
49688,homo13,A13,6000000,7000000,0.8571428571428571
49689,homo14,A13,6000000,7000000,0.8571428571428571
49690,homo15,A13,6000000,7000000,0.2857142857142857
49691,homo16,A13,6000000,7000000,0.35714285714285715
49692,homo17,A13,6000000,7000000,0.2857142857142857
49693,homo18,A13,6000000,7000000,1.0
49694,homo19,A13,6000000,7000000,1.0
49695,homo20,A13,6000000,7000000,1.0
49696,homo21,A13,6000000,7000000,0.8571428571428571
49697,homo22,A13,6000000,7000000,1.0
49698,homo1,A13,6500000,7500000,1.0
49699,homo2,A13,6500000,7500000,0.8333333333333334
49700,homo3,A13,6500000,7500000,1.0
49701,homo4,A13,6500000,7500000,0.8333333333333334
49702,homo5,A13,6500000,7500000,0.8333333333333334
49703,homo6,A13,6500000,7500000,1.0
49704,homo7,A13,6500000,7500000,0.8333333333333334
49705,homo8,A13,6500000,7500000,0.8333333333333334
49706,homo9,A13,6500000,7500000,0.8333333333333334
49707,homo10,A13,6500000,7500000,0.8333333333333334
49708,homo11,A13,6500000,7500000,1.0
49709,homo12,A13,6500000,7500000,1.0
49710,homo13,A13,6500000,7500000,0.8333333333333334
49711,homo14,A13,6500000,7500000,0.8333333333333334
49712,homo15,A13,6500000,7500000,0.3333333333333333
49713,homo16,A13,6500000,7500000,0.5
49714,homo17,A13,6500000,7500000,0.3333333333333333
49715,homo18,A13,6500000,7500000,1.0
49716,homo19,A13,6500000,7500000,1.0
49717,homo20,A13,6500000,7500000,1.0
49718,homo21,A13,6500000,7500000,0.8333333333333334
49719,homo22,A13,6500000,7500000,1.0
49720,homo1,A13,7000000,8000000,1.0
49721,homo2,A13,7000000,8000000,1.0
49722,homo3,A13,7000000,8000000,1.0
49723,homo4,A13,7000000,8000000,1.0
49724,homo5,A13,7000000,8000000,1.0
49725,homo6,A13,7000000,8000000,1.0
49726,homo7,A13,7000000,8000000,1.0
49727,homo8,A13,7000000,8000000,1.0
49728,homo9,A13,7000000,8000000,1.0
49729,homo10,A13,7000000,8000000,1.0
49730,homo11,A13,7000000,8000000,1.0
49731,homo12,A13,7000000,8000000,1.0
49732,homo13,A13,7000000,8000000,1.0
49733,homo14,A13,7000000,8000000,1.0
49734,homo15,A13,7000000,8000000,0.0
49735,homo16,A13,7000000,8000000,0.5
49736,homo17,A13,7000000,8000000,0.5
49737,homo18,A13,7000000,8000000,1.0
49738,homo19,A13,7000000,8000000,1.0
49739,homo20,A13,7000000,8000000,1.0
49740,homo21,A13,7000000,8000000,1.0
49741,homo22,A13,7000000,8000000,1.0
49742,homo1,A13,7500000,8500000,1.0
49743,homo2,A13,7500000,8500000,1.0
49744,homo3,A13,7500000,8500000,1.0
49745,homo4,A13,7500000,8500000,1.0
49746,homo5,A13,7500000,8500000,1.0
49747,homo6,A13,7500000,8500000,1.0
49748,homo7,A13,7500000,8500000,1.0
49749,homo8,A13,7500000,8500000,1.0
49750,homo9,A13,7500000,8500000,1.0
49751,homo10,A13,7500000,8500000,1.0
49752,homo11,A13,7500000,8500000,1.0
49753,homo12,A13,7500000,8500000,1.0
49754,homo13,A13,7500000,8500000,1.0
49755,homo14,A13,7500000,8500000,1.0
49756,homo15,A13,7500000,8500000,0.0
49757,homo16,A13,7500000,8500000,0.5
49758,homo17,A13,7500000,8500000,1.0
49759,homo18,A13,7500000,8500000,1.0
49760,homo19,A13,7500000,8500000,1.0
49761,homo20,A13,7500000,8500000,1.0
49762,homo21,A13,7500000,8500000,1.0
49763,homo22,A13,7500000,8500000,1.0
49764,homo1,A13,8000000,9000000,1.0
49765,homo2,A13,8000000,9000000,1.0
49766,homo3,A13,8000000,9000000,1.0
49767,homo4,A13,8000000,9000000,1.0
49768,homo5,A13,8000000,9000000,1.0
49769,homo6,A13,8000000,9000000,1.0
49770,homo7,A13,8000000,9000000,1.0
49771,homo8,A13,8000000,9000000,1.0
49772,homo9,A13,8000000,9000000,1.0
49773,homo10,A13,8000000,9000000,1.0
49774,homo11,A13,8000000,9000000,1.0
49775,homo12,A13,8000000,9000000,0.6666666666666666
49776,homo13,A13,8000000,9000000,1.0
49777,homo14,A13,8000000,9000000,1.0
49778,homo15,A13,8000000,9000000,1.0
49779,homo16,A13,8000000,9000000,0.8333333333333334
49780,homo17,A13,8000000,9000000,1.0
49781,homo18,A13,8000000,9000000,1.0
49782,homo19,A13,8000000,9000000,1.0
49783,homo20,A13,8000000,9000000,1.0
49784,homo21,A13,8000000,9000000,1.0
49785,homo22,A13,8000000,9000000,1.0
49786,homo1,A13,8500000,9500000,1.0
49787,homo2,A13,8500000,9500000,1.0
49788,homo3,A13,8500000,9500000,1.0
49789,homo4,A13,8500000,9500000,1.0
49790,homo5,A13,8500000,9500000,1.0
49791,homo6,A13,8500000,9500000,1.0
49792,homo7,A13,8500000,9500000,1.0
49793,homo8,A13,8500000,9500000,1.0
49794,homo9,A13,8500000,9500000,1.0
49795,homo10,A13,8500000,9500000,1.0
49796,homo11,A13,8500000,9500000,1.0
49797,homo12,A13,8500000,9500000,0.75
49798,homo13,A13,8500000,9500000,1.0
49799,homo14,A13,8500000,9500000,1.0
49800,homo15,A13,8500000,9500000,1.0
49801,homo16,A13,8500000,9500000,0.75
49802,homo17,A13,8500000,9500000,1.0
49803,homo18,A13,8500000,9500000,1.0
49804,homo19,A13,8500000,9500000,1.0
49805,homo20,A13,8500000,9500000,1.0
49806,homo21,A13,8500000,9500000,1.0
49807,homo22,A13,8500000,9500000,1.0
49808,homo1,A13,9000000,10000000,1.0
49809,homo2,A13,9000000,10000000,1.0
49810,homo3,A13,9000000,10000000,1.0
49811,homo4,A13,9000000,10000000,1.0
49812,homo5,A13,9000000,10000000,1.0
49813,homo6,A13,9000000,10000000,1.0
49814,homo7,A13,9000000,10000000,1.0
49815,homo8,A13,9000000,10000000,1.0
49816,homo9,A13,9000000,10000000,1.0
49817,homo10,A13,9000000,10000000,1.0
49818,homo11,A13,9000000,10000000,1.0
49819,homo12,A13,9000000,10000000,1.0
49820,homo13,A13,9000000,10000000,1.0
49821,homo14,A13,9000000,10000000,1.0
49822,homo15,A13,9000000,10000000,1.0
49823,homo16,A13,9000000,10000000,0.5
49824,homo17,A13,9000000,10000000,1.0
49825,homo18,A13,9000000,10000000,1.0
49826,homo19,A13,9000000,10000000,1.0
49827,homo20,A13,9000000,10000000,1.0
49828,homo21,A13,9000000,10000000,1.0
49829,homo22,A13,9000000,10000000,1.0
49830,homo1,A13,9500000,10500000,1.0
49831,homo2,A13,9500000,10500000,1.0
49832,homo3,A13,9500000,10500000,1.0
49833,homo4,A13,9500000,10500000,1.0
49834,homo5,A13,9500000,10500000,1.0
49835,homo6,A13,9500000,10500000,1.0
49836,homo7,A13,9500000,10500000,1.0
49837,homo8,A13,9500000,10500000,1.0
49838,homo9,A13,9500000,10500000,1.0
49839,homo10,A13,9500000,10500000,1.0
49840,homo11,A13,9500000,10500000,1.0
49841,homo12,A13,9500000,10500000,1.0
49842,homo13,A13,9500000,10500000,1.0
49843,homo14,A13,9500000,10500000,1.0
49844,homo15,A13,9500000,10500000,1.0
49845,homo16,A13,9500000,10500000,0.5
49846,homo17,A13,9500000,10500000,1.0
49847,homo18,A13,9500000,10500000,1.0
49848,homo19,A13,9500000,10500000,1.0
49849,homo20,A13,9500000,10500000,1.0
49850,homo21,A13,9500000,10500000,1.0
49851,homo22,A13,9500000,10500000,1.0
49852,homo1,A13,10000000,11000000,1.0
49853,homo2,A13,10000000,11000000,1.0
49854,homo3,A13,10000000,11000000,1.0
49855,homo4,A13,10000000,11000000,1.0
49856,homo5,A13,10000000,11000000,1.0
49857,homo6,A13,10000000,11000000,1.0
49858,homo7,A13,10000000,11000000,1.0
49859,homo8,A13,10000000,11000000,1.0
49860,homo9,A13,10000000,11000000,1.0
49861,homo10,A13,10000000,11000000,1.0
49862,homo11,A13,10000000,11000000,1.0
49863,homo12,A13,10000000,11000000,1.0
49864,homo13,A13,10000000,11000000,1.0
49865,homo14,A13,10000000,11000000,1.0
49866,homo15,A13,10000000,11000000,1.0
49867,homo16,A13,10000000,11000000,0.5
49868,homo17,A13,10000000,11000000,1.0
49869,homo18,A13,10000000,11000000,1.0
49870,homo19,A13,10000000,11000000,1.0
49871,homo20,A13,10000000,11000000,1.0
49872,homo21,A13,10000000,11000000,1.0
49873,homo22,A13,10000000,11000000,1.0
49874,homo1,A13,11000000,12000000,1.0
49875,homo2,A13,11000000,12000000,1.0
49876,homo3,A13,11000000,12000000,1.0
49877,homo4,A13,11000000,12000000,1.0
49878,homo5,A13,11000000,12000000,1.0
49879,homo6,A13,11000000,12000000,1.0
49880,homo7,A13,11000000,12000000,1.0
49881,homo8,A13,11000000,12000000,1.0
49882,homo9,A13,11000000,12000000,1.0
49883,homo10,A13,11000000,12000000,1.0
49884,homo11,A13,11000000,12000000,1.0
49885,homo12,A13,11000000,12000000,1.0
49886,homo13,A13,11000000,12000000,1.0
49887,homo14,A13,11000000,12000000,1.0
49888,homo15,A13,11000000,12000000,0.0
49889,homo16,A13,11000000,12000000,0.5
49890,homo17,A13,11000000,12000000,0.0
49891,homo18,A13,11000000,12000000,1.0
49892,homo19,A13,11000000,12000000,1.0
49893,homo20,A13,11000000,12000000,1.0
49894,homo21,A13,11000000,12000000,1.0
49895,homo22,A13,11000000,12000000,1.0
49896,homo1,A13,11500000,12500000,1.0
49897,homo2,A13,11500000,12500000,1.0
49898,homo3,A13,11500000,12500000,1.0
49899,homo4,A13,11500000,12500000,1.0
49900,homo5,A13,11500000,12500000,1.0
49901,homo6,A13,11500000,12500000,1.0
49902,homo7,A13,11500000,12500000,1.0
49903,homo8,A13,11500000,12500000,1.0
49904,homo9,A13,11500000,12500000,1.0
49905,homo10,A13,11500000,12500000,1.0
49906,homo11,A13,11500000,12500000,1.0
49907,homo12,A13,11500000,12500000,1.0
49908,homo13,A13,11500000,12500000,1.0
49909,homo14,A13,11500000,12500000,1.0
49910,homo15,A13,11500000,12500000,0.0
49911,homo16,A13,11500000,12500000,0.3333333333333333
49912,homo17,A13,11500000,12500000,0.0
49913,homo18,A13,11500000,12500000,1.0
49914,homo19,A13,11500000,12500000,1.0
49915,homo20,A13,11500000,12500000,1.0
49916,homo21,A13,11500000,12500000,1.0
49917,homo22,A13,11500000,12500000,1.0
49918,homo1,A13,12000000,13000000,1.0
49919,homo2,A13,12000000,13000000,1.0
49920,homo3,A13,12000000,13000000,1.0
49921,homo4,A13,12000000,13000000,1.0
49922,homo5,A13,12000000,13000000,1.0
49923,homo6,A13,12000000,13000000,1.0
49924,homo7,A13,12000000,13000000,1.0
49925,homo8,A13,12000000,13000000,1.0
49926,homo9,A13,12000000,13000000,1.0
49927,homo10,A13,12000000,13000000,1.0
49928,homo11,A13,12000000,13000000,1.0
49929,homo12,A13,12000000,13000000,1.0
49930,homo13,A13,12000000,13000000,1.0
49931,homo14,A13,12000000,13000000,1.0
49932,homo15,A13,12000000,13000000,0.0
49933,homo16,A13,12000000,13000000,0.08333333333333333
49934,homo17,A13,12000000,13000000,0.0
49935,homo18,A13,12000000,13000000,1.0
49936,homo19,A13,12000000,13000000,1.0
49937,homo20,A13,12000000,13000000,1.0
49938,homo21,A13,12000000,13000000,1.0
49939,homo22,A13,12000000,13000000,1.0
49940,homo1,A13,12500000,13500000,1.0
49941,homo2,A13,12500000,13500000,1.0
49942,homo3,A13,12500000,13500000,1.0
49943,homo4,A13,12500000,13500000,1.0
49944,homo5,A13,12500000,13500000,1.0
49945,homo6,A13,12500000,13500000,1.0
49946,homo7,A13,12500000,13500000,1.0
49947,homo8,A13,12500000,13500000,1.0
49948,homo9,A13,12500000,13500000,1.0
49949,homo10,A13,12500000,13500000,1.0
49950,homo11,A13,12500000,13500000,1.0
49951,homo12,A13,12500000,13500000,1.0
49952,homo13,A13,12500000,13500000,1.0
49953,homo14,A13,12500000,13500000,1.0
49954,homo15,A13,12500000,13500000,0.0
49955,homo16,A13,12500000,13500000,0.0
49956,homo17,A13,12500000,13500000,0.0
49957,homo18,A13,12500000,13500000,1.0
49958,homo19,A13,12500000,13500000,1.0
49959,homo20,A13,12500000,13500000,1.0
49960,homo21,A13,12500000,13500000,1.0
49961,homo22,A13,12500000,13500000,1.0
49962,homo1,A13,13000000,14000000,1.0
49963,homo2,A13,13000000,14000000,1.0
49964,homo3,A13,13000000,14000000,1.0
49965,homo4,A13,13000000,14000000,1.0
49966,homo5,A13,13000000,14000000,1.0
49967,homo6,A13,13000000,14000000,1.0
49968,homo7,A13,13000000,14000000,0.4
49969,homo8,A13,13000000,14000000,1.0
49970,homo9,A13,13000000,14000000,0.7
49971,homo10,A13,13000000,14000000,1.0
49972,homo11,A13,13000000,14000000,0.4
49973,homo12,A13,13000000,14000000,0.7
49974,homo13,A13,13000000,14000000,0.7
49975,homo14,A13,13000000,14000000,1.0
49976,homo15,A13,13000000,14000000,0.6
49977,homo16,A13,13000000,14000000,0.6
49978,homo17,A13,13000000,14000000,0.6
49979,homo18,A13,13000000,14000000,1.0
49980,homo19,A13,13000000,14000000,1.0
49981,homo20,A13,13000000,14000000,1.0
49982,homo21,A13,13000000,14000000,0.4
49983,homo22,A13,13000000,14000000,0.4
49984,homo1,A13,13500000,14500000,1.0
49985,homo2,A13,13500000,14500000,1.0
49986,homo3,A13,13500000,14500000,1.0
49987,homo4,A13,13500000,14500000,1.0
49988,homo5,A13,13500000,14500000,1.0
49989,homo6,A13,13500000,14500000,1.0
49990,homo7,A13,13500000,14500000,0.14285714285714285
49991,homo8,A13,13500000,14500000,0.9285714285714286
49992,homo9,A13,13500000,14500000,0.5714285714285714
49993,homo10,A13,13500000,14500000,1.0
49994,homo11,A13,13500000,14500000,0.14285714285714285
49995,homo12,A13,13500000,14500000,0.5714285714285714
49996,homo13,A13,13500000,14500000,0.5714285714285714
49997,homo14,A13,13500000,14500000,1.0
49998,homo15,A13,13500000,14500000,0.8571428571428571
49999,homo16,A13,13500000,14500000,0.8571428571428571
50000,homo17,A13,13500000,14500000,0.8571428571428571
50001,homo18,A13,13500000,14500000,1.0
50002,homo19,A13,13500000,14500000,1.0
50003,homo20,A13,13500000,14500000,1.0
50004,homo21,A13,13500000,14500000,0.14285714285714285
50005,homo22,A13,13500000,14500000,0.14285714285714285
50006,homo1,A13,14000000,15000000,1.0
50007,homo2,A13,14000000,15000000,1.0
50008,homo3,A13,14000000,15000000,1.0
50009,homo4,A13,14000000,15000000,1.0
50010,homo5,A13,14000000,15000000,1.0
50011,homo6,A13,14000000,15000000,1.0
50012,homo7,A13,14000000,15000000,0.37142857142857144
50013,homo8,A13,14000000,15000000,0.9857142857142858
50014,homo9,A13,14000000,15000000,0.6428571428571429
50015,homo10,A13,14000000,15000000,1.0
50016,homo11,A13,14000000,15000000,0.37142857142857144
50017,homo12,A13,14000000,15000000,0.7
50018,homo13,A13,14000000,15000000,0.6714285714285714
50019,homo14,A13,14000000,15000000,1.0
50020,homo15,A13,14000000,15000000,0.08571428571428572
50021,homo16,A13,14000000,15000000,0.2
50022,homo17,A13,14000000,15000000,0.08571428571428572
50023,homo18,A13,14000000,15000000,1.0
50024,homo19,A13,14000000,15000000,1.0
50025,homo20,A13,14000000,15000000,1.0
50026,homo21,A13,14000000,15000000,0.37142857142857144
50027,homo22,A13,14000000,15000000,0.37142857142857144
50028,homo1,A13,14500000,15500000,1.0
50029,homo2,A13,14500000,15500000,1.0
50030,homo3,A13,14500000,15500000,1.0
50031,homo4,A13,14500000,15500000,1.0
50032,homo5,A13,14500000,15500000,1.0
50033,homo6,A13,14500000,15500000,1.0
50034,homo7,A13,14500000,15500000,0.3148148148148148
50035,homo8,A13,14500000,15500000,1.0
50036,homo9,A13,14500000,15500000,0.6388888888888888
50037,homo10,A13,14500000,15500000,1.0
50038,homo11,A13,14500000,15500000,0.3148148148148148
